Student_ID,Year_of_Entry,TCAS_channels,Gender,Age,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses_,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
0096,2020,2,Female,18,18,BKK,Urban,Apartment,24,Mobile,6000,High School,BKK,BKK8,2.5,2.75,2.75,2,3,Alone,Together,Primary,Primary,Father,Private,Private,230000,2.5,2.5,4,3,3.5,1.5,3,2,3,3,2.5,2.78,Yes,No,Low
0097,2020,3,Female,20,20,BKK,Urban,Home,76,Wifi,5000,High School,BKK,BKK1,1.75,1.75,1.75,2.5,3,Parents,Together,Vocational,Vocational,Father,Business,Public,210000,2,1.5,1.5,2.5,3,2.5,1,2.5,1,2,1.5,2.32,No,Yes,High
0098,2020,3,Female,18,18,BKK,Urban,Apartment,11,Mobile,9000,High School,BKK,BKK1,3.5,3,2,2,4,Alone,Together,Bachelor,Bachelor,Father,Private,Public,630000,3,3,3,3.5,3.5,2.5,3,3,2,3,2,3.05,No,No,High
0099,2020,3,Female,18,0,E,Rural,Apartment,6,Mobile,5000,High School,BKK,BKK5,2,3,2,2,4,Alone,Together,Bachelor,Master,Mother,Public,Private,290000,2,2.5,2,2.5,2.5,2,2.5,2.5,2,2.5,1.5,2.4,No,No,Medium
0100,2020,3,Male,18,0,S,Rural,Apartment,82,Mobile,11000,High School,S,S5,3.5,3.75,3.5,3.75,4,Alone,Together,High School,High School,Father,Private,Business,620000,3,3,2.5,3.5,4,3,2.5,3,3,3.5,3,3.15,No,No,Medium
0101,2020,2,Male,18,18,BKK,Urban,Home,21,Wifi,6000,High School,BKK,BKK9,1.5,1.75,2.75,2.25,3,Mom or Dad,Apart,Vocational,Vocational,Mother,Public,Freelance,240000,1,0.5,0,1.5,1,1,1,1,0,1,2.5,1.55,No,No,Medium
0102,2020,3,Male,18,18,BKK,Urban,Home,75,Wifi,14000,High School,BKK,BKK1,3.5,3.75,3.25,3.25,3,Mom or Dad,Apart,High School,Vocational,Mother,Public,Private,1660000,3,3.5,4,3.5,3.5,1.5,3,4,3,2.5,2.5,3.27,No,No,No
0103,2020,2,Male,18,18,BKK,Urban,Home,87,Mobile,6000,Vocational School,BKK,BKK5,2.5,2.75,2.5,3,4,Parents,Together,Bachelor,Bachelor,Father,Public,Business,250000,2.5,1.5,2,3,2,3,3,2.5,2,2,1.5,2.38,No,Yes,Medium
0104,2020,2,Male,18,18,BKK,Urban,Apartment,7,Wifi,6000,High School,BKK,BKK4,2.5,2.25,1.5,2.5,4,Alone,Together,Bachelor,Bachelor,Father,Public,Public,230000,2,2,2,2.5,2.5,1,2.5,2,1.5,2,2,2.29,No,No,High
0105,2020,3,Female,18,18,BKK,Urban,Home,9,Wifi,10000,High School,BKK,BKK10,3.25,3,3,3.75,4,Parents,Together,High School,Vocational,Mother,Public,Private,600000,3.5,3.5,4,4,3.5,3,4,3.5,2.5,4,1.5,3.41,Yes,No,Low
0106,2020,3,Male,18,0,NE,Rural,Apartment,22,Mobile,4000,High School,BKK,BKK5,1.5,1.75,2,1.75,3,Roommates,Together,Bachelor,Master,Father,Business,Business,160000,1,1,2,1.5,1,1,1,1,1,1.5,3,1.66,No,No,Medium
0107,2020,3,Male,18,18,BKK,Urban,Home,16,Mobile,5000,High School,BKK,BKK3,2,2.25,1.75,1.75,4,Parents,Together,Bachelor,Vocational,Father,Freelance,Freelance,180000,1.5,1,1,2,2.5,0,1.5,2,0.5,2.5,3,1.96,No,No,No
0108,2020,2,Male,19,19,BKK,Urban,Home,5,Wifi,8000,Vocational School,BKK,BKK1,2.5,2.25,3,2.5,4,Parents,Together,Bachelor,Bachelor,Father,Business,Public,670000,2,2,2.5,2.5,3,2,2.5,2.5,1,2.5,4,2.5,No,No,Low
0109,2020,2,Male,18,3,E,Urban,Apartment,6,Mobile,8000,High School,E,E2,1.5,1.75,1.75,1.75,3,Alone,Apart,High School,High School,Mother,Business,Business,310000,1,1,1.5,1.5,1.5,1,1.5,1,0.5,1,3.5,1.59,No,No,High
0110,2020,1,Female,18,18,BKK,Urban,Apartment,42,Wifi,15000,Vocational School,BKK,BKK1,3,3.5,3.25,3,3,Alone,Together,High School,High School,Mother,Business,Public,1800000,3,3,3,3.5,4,2.5,3,3,3.5,3.5,3.5,3.36,No,No,Medium
0111,2020,2,Female,19,4,BKK,Urban,Home,10,Wifi,13000,High School,BKK,BKK5,3.25,3.75,3.5,2.25,3,Parents,Together,Bachelor,Master,Father,Private,Freelance,1610000,3,3.5,3.5,3.5,3,2.5,3,3.5,2.5,2.5,4,3.19,Yes,No,Medium
0112,2020,2,Female,19,4,BKK,Urban,Apartment,9,Wifi,14000,Vocational School,BKK,BKK9,3.5,3.25,4,3.75,3,Roommates,Together,High School,Vocational,Father,Public,Private,1620000,3,3.5,4,3.5,4,2.5,3,3,3,3,2,3.3,Yes,No,Medium
0113,2020,2,Female,18,0,S,Urban,Apartment,52,Wifi,12000,High School,S,S5,3.25,3.75,2.75,3.75,4,Alone,Together,Bachelor,Vocational,Father,Private,Business,1440000,3.5,4,4,4,4,3,4,3.5,2,4,4,3.65,No,No,Medium
0114,2020,2,Female,18,18,BKK,Urban,Apartment,87,Mobile,6000,Vocational School,BKK,BKK10,2.75,2.25,2.5,3.25,3,Alone,Together,Vocational,Vocational,Mother,Business,Private,750000,2.5,1.5,1.5,3,3.5,1.5,3,2.5,1,2,3.5,2.55,No,No,Low
0115,2020,2,Male,18,18,BKK,Urban,Home,34,Wifi,8000,Vocational School,BKK,BKK6,2.5,2.25,2.5,2.75,4,Parents,Together,Vocational,Bachelor,Father,Freelance,Private,340000,2,1.5,2,2.5,2.5,2.5,2.5,2,2,2,3.5,2.51,No,Yes,Medium
0116,2020,1,Male,18,18,BKK,Urban,Home,43,Wifi,14000,Vocational School,BKK,BKK6,3,3.5,2.5,3.25,3,Mom or Dad,Apart,Primary,Primary,Mother,Public,Public,1650000,3,2.5,2.5,3.5,3.5,1,3,3.5,3,4,4,3.13,No,No,High
0117,2020,2,Female,18,0,S,Rural,Apartment,52,Wifi,10000,High School,S,S2,2,2.75,2,3.5,4,Alone,Together,Vocational,Bachelor,Mother,Private,Private,400000,1.5,1,1.5,2,1,1,2,1.5,1,3,2.5,1.82,No,No,High
0118,2020,3,Female,18,0,NE,Urban,Apartment,79,Mobile,6000,High School,NE,NE3,1.75,3.5,2.25,1.75,4,Alone,Together,Bachelor,Master,Father,Business,Public,220000,1.5,1,1.5,2,1.5,0.5,1,1,0,2,2.5,1.59,No,No,Low
0119,2020,2,Male,20,20,BKK,Urban,Home,26,Wifi,6000,High School,BKK,BKK8,1.75,1.75,1.75,2.25,4,Parents,Together,Bachelor,Vocational,Mother,Private,Public,360000,1.5,0.5,1,2,2.5,1,2.5,1.5,1.5,1,2.5,2.06,No,No,Low
0120,2020,3,Female,18,0,S,Urban,Apartment,86,Wifi,9000,High School,S,S6,3,3,3.5,3,4,Alone,Together,Bachelor,Bachelor,Mother,Public,Business,950000,2.5,2,2.5,3,4,3.5,2,3,2,2.5,3.5,2.82,Yes,No,Medium
0121,2020,2,Female,19,19,BKK,Urban,Apartment,82,Mobile,13000,Vocational School,BKK,BKK2,1.5,2,1.75,1.75,3,Alone,Together,Vocational,Vocational,Father,Public,Private,500000,1,1,1,1.5,2,1,1,1.5,0.5,0.5,2.5,1.55,No,No,No
0122,2020,2,Male,18,18,BKK,Urban,Home,35,Wifi,13000,Vocational School,BKK,BKK5,3,2.75,3.5,2.75,2,Mom or Dad,Apart,High School,Vocational,Mother,Freelance,Freelance,1600000,3,3,3,3.5,3.5,2,3,2.5,2.5,4,2.5,3.12,Yes,No,Low
0123,2020,2,Male,18,18,BKK,Urban,Home,49,Mobile,7000,Vocational School,BKK,BKK10,1.75,1.75,1.75,1.75,4,Parents,Together,High School,Primary,Father,Private,Freelance,280000,2,1.5,1.5,2.5,2.5,0,2,1.5,1.5,2.5,3,2.09,No,No,High
0124,2020,2,Female,18,0,E,Urban,Apartment,12,Mobile,3000,High School,E,E9,2.75,2.5,2.25,2,4,Alone,Together,Bachelor,Vocational,Father,Private,Public,220000,2.5,2.5,2.5,3,3,3,2,3,1.5,3.5,0,2.52,No,No,Medium
0125,2020,3,Male,18,18,BKK,Urban,Home,58,Wifi,8000,High School,BKK,BKK10,2,1.75,1.75,1.75,3,Mom or Dad,Apart,Vocational,Bachelor,Mother,Freelance,Private,730000,1.5,1.5,1.5,2,1.5,2,1.5,1.5,0,1.5,2,1.99,No,No,High
0126,2020,2,Male,18,18,BKK,Urban,Home,30,Wifi,13000,Vocational School,BKK,BKK8,2.5,3,2.75,2,4,Parents,Together,High School,Vocational,Father,Public,Freelance,920000,2.5,2.5,2.5,3,2.5,2.5,3,2,2,2.5,2.5,2.68,No,No,No
0127,2020,3,Male,18,18,BKK,Urban,Home,33,Mobile,12000,High School,BKK,BKK10,3.25,3.5,1.75,3.5,4,Parents,Together,Vocational,Bachelor,Father,Freelance,Business,1470000,3,3,3.5,3.5,3.5,1.5,3,3,2,3.5,0.5,2.78,No,No,High
0128,2020,1,Male,18,3,BKK,Urban,Home,11,Wifi,8000,Vocational School,BKK,BKK4,3.25,3,3.5,3.75,4,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Freelance,970000,3,3,3.5,3.5,3.5,2.5,4,2.5,2.5,2.5,1,3.01,No,No,No
0129,2020,2,Male,18,18,BKK,Urban,Home,10,Mobile,9000,Vocational School,BKK,BKK2,3.25,1.75,2.5,3.75,3,Parents,Together,High School,Primary,Mother,Freelance,Freelance,340000,3,3,3.5,3.5,3.5,2,2.5,3,2,3.5,0,2.67,No,No,No
0130,2020,2,Female,18,18,BKK,Urban,Home,26,Mobile,4000,High School,BKK,BKK10,2.5,2,3.5,2,4,Parents,Together,Primary,High School,Mother,Public,Business,150000,2,1.5,1,2.5,2,1.5,1.5,2.5,1,2.5,4,2.14,No,Yes,Medium
0131,2020,2,Male,18,0,NE,Urban,Apartment,50,Mobile,5000,High School,BKK,BKK7,2.5,2,2,2.25,3,Alone,Apart,Primary,High School,Mother,Private,Business,190000,2,2,2.5,2.5,2,2,2,2.5,3,2.5,2,2.57,No,No,Medium
0132,2020,2,Female,18,3,E,Urban,Apartment,60,Wifi,14000,High School,E,E3,3.25,3,3.75,3.25,2,Roommates,Apart,Bachelor,Vocational,Mother,Freelance,Public,1620000,3,2.5,2.5,3.5,3,2.5,3.5,3.5,2.5,4,3,3.23,No,No,No
0133,2020,2,Female,18,18,BKK,Urban,Home,36,Wifi,9000,High School,BKK,BKK1,3.5,3.5,3.25,3,4,Parents,Together,High School,Vocational,Mother,Business,Private,1120000,3,2.5,2.5,3.5,3.5,3,3.5,3.5,3.5,3.5,2.5,3.21,No,No,High
0134,2020,2,Male,18,0,E,Rural,Apartment,23,Mobile,8000,High School,BKK,BKK7,2,2.75,2.25,3.25,4,Roommates,Together,Bachelor,Vocational,Mother,Public,Public,340000,2,2,2.5,2.5,1.5,2,2,2.5,3,2.5,2.5,2.41,No,No,High
0135,2020,3,Female,18,3,E,Rural,Apartment,70,Mobile,8000,High School,BKK,BKK6,1.75,2.25,1.75,2.25,2,Roommates,Apart,Vocational,High School,Mother,Private,Public,370000,2,1.5,1,2.5,3,1,2,1.5,0.5,2.5,2,2.17,No,No,Low
0136,2020,3,Male,18,0,S,Urban,Apartment,52,Wifi,11000,High School,S,S10,2.75,3,1.5,1.5,2,Roommates,Apart,Vocational,Vocational,Father,Business,Private,1290000,2.5,2.5,3.5,3,3,0,2.5,2,2,3.5,1.5,2.41,No,No,Medium
0137,2020,2,Male,18,18,BKK,Urban,Home,73,Mobile,4000,Vocational School,BKK,BKK5,1.75,2,2,1.75,4,Parents,Together,Primary,Primary,Father,Private,Public,150000,1.5,0,1,2,2,2.5,1,1,0.5,2.5,1.5,1.91,No,No,Medium
0138,2020,3,Male,18,0,E,Rural,Apartment,34,Mobile,10000,Vocational School,E,E7,2.25,1.75,2,1.75,4,Alone,Together,Vocational,Vocational,Father,Business,Private,400000,2,2,2.5,2.5,2,0.5,2,3,1,2.5,3,2.27,No,No,No
0139,2020,3,Male,19,19,BKK,Urban,Apartment,54,Mobile,2000,High School,BKK,BKK4,1.75,1.75,2.25,1.75,3,Roommates,Together,Vocational,Vocational,Father,Public,Business,210000,1.5,1,1,2,2.5,1,1.5,1,0.5,2,1.5,1.78,No,No,Medium
0140,2020,2,Female,18,18,BKK,Urban,Home,45,Wifi,13000,Vocational School,BKK,BKK1,1.5,1.75,1.75,1.75,3,Parents,Together,Primary,High School,Father,Public,Private,520000,1.5,1,2,2,2.5,1,1.5,1.5,1,2.5,3,1.95,No,No,High
0141,2020,2,Male,18,0,E,Urban,Apartment,54,Mobile,4000,High School,E,E6,2.5,2,1.5,2.25,2,Alone,Apart,Vocational,High School,Mother,Freelance,Freelance,310000,2,1.5,2,2.5,3.5,1.5,2,3,1,2,1.5,2.21,No,No,Medium
0142,2020,3,Male,18,3,NE,Urban,Apartment,74,Mobile,14000,Vocational School,NE,NE8,3.5,3,3.5,1.75,3,Roommates,Together,High School,High School,Father,Public,Freelance,1670000,3,3,3,3.5,4,4,3,3.5,2,3.5,3,3.3,No,No,No
0143,2020,2,Female,18,3,BKK,Urban,Home,107,Mobile,3000,Vocational School,BKK,BKK10,2.75,2.5,3.25,2.25,4,Parents,Together,Vocational,High School,Father,Business,Public,300000,2.5,1.5,0.5,3,3,3.5,2.5,3,1.5,2.5,2,2.59,No,No,High
0144,2020,2,Female,18,0,S,Urban,Apartment,43,Mobile,5000,High School,S,S1,2,2,2.25,2.25,4,Alone,Together,Bachelor,Master,Father,Business,Public,210000,2,1,2.5,2.5,2.5,2,2.5,2,1,2.5,1.5,2.31,No,No,Low
0145,2020,2,Female,18,18,BKK,Urban,Home,19,Mobile,14000,Vocational School,BKK,BKK2,1.5,1.75,1.75,1.75,3,Parents,Together,Vocational,Bachelor,Mother,Private,Business,560000,1,2,3.5,1.5,0.5,1,2,1,0,2,2.5,1.81,No,No,Low
0146,2020,2,Female,18,3,NE,Urban,Apartment,73,Mobile,7000,High School,NE,NE10,3.5,3.25,3,3.5,4,Alone,Together,Bachelor,Master,Father,Business,Freelance,540000,3,3,4,3.5,4,2.5,3,2.5,3,3.5,1.5,3.21,No,No,Medium
0147,2020,2,Female,19,4,BKK,Urban,Home,64,Wifi,15000,Vocational School,BKK,BKK10,2.75,3.25,3,2.25,2,Mom or Dad,Apart,Bachelor,Vocational,Mother,Public,Freelance,1460000,2.5,2,2.5,3,2.5,2,3,2.5,2,3,4,2.73,No,No,High
0148,2020,3,Male,18,0,N,Rural,Apartment,16,Wifi,6000,High School,BKK,BKK4,3,3.25,3.25,3,3,Roommates,Together,Bachelor,Master,Father,Freelance,Business,240000,2.5,3,3.5,3,4,2,2,2,2.5,2.5,4,2.78,No,No,Low
0149,2020,2,Female,18,18,BKK,Urban,Apartment,38,Mobile,8000,Vocational School,BKK,BKK7,1.75,1.75,2,2.5,2,Alone,Apart,Bachelor,Master,Mother,Freelance,Business,330000,1.5,1.5,1.5,2,2,1,1,1.5,1,1,2.5,1.7,No,No,Medium
0150,2020,1,Male,18,18,BKK,Urban,Home,62,Mobile,5000,Vocational School,BKK,BKK3,3.25,3.5,3,2.75,4,Parents,Together,High School,Vocational,Father,Freelance,Business,240000,3,3,2.5,3.5,2.5,1.5,3,3,2.5,3.5,4,2.89,No,No,Medium
0151,2020,2,Male,18,0,S,Rural,Home,6,Wifi,8000,High School,S,S9,3,3.5,3.25,2.75,3,Parents,Together,Vocational,Bachelor,Father,Business,Freelance,930000,2.5,2,3.5,3,2.5,2.5,1.5,2.5,1,2.5,2.5,2.49,No,No,Medium
0152,2020,3,Female,19,0,S,Urban,Apartment,61,Wifi,12000,High School,S,S7,2.75,3.25,2.5,2.75,3,Roommates,Together,High School,Vocational,Father,Public,Public,1460000,2.5,3,3,3,3,2,3,3,2,3,1,2.61,No,No,Medium
0153,2020,2,Male,18,18,BKK,Urban,Home,77,Wifi,13000,High School,BKK,BKK4,3.5,3.75,3,3.75,4,Parents,Together,Bachelor,Master,Father,Private,Private,1600000,3,3,4,3.5,4,2,3.5,2.5,1,3.5,2.5,3,No,No,No
0154,2020,2,Male,19,0,E,Urban,Apartment,37,Wifi,15000,High School,E,E4,3.5,4,3,3.25,2,Alone,Apart,Vocational,Bachelor,Mother,Private,Private,730000,3,3,3,3.5,2.5,3,3,3.5,3,3,2.5,3,No,No,Medium
0155,2020,3,Male,19,0,E,Rural,Apartment,13,Mobile,14000,High School,E,E5,3.5,3.25,3.25,3.75,4,Alone,Together,Primary,Primary,Father,Public,Freelance,800000,3,2.5,2.5,3.5,3.5,2,3,3.5,2.5,3,2,2.99,No,No,Low
0156,2020,3,Male,18,0,E,Rural,Apartment,58,Mobile,10000,High School,E,E9,3.5,3.5,2.5,3.5,4,Alone,Together,Vocational,Bachelor,Father,Business,Private,480000,3,3,3.5,3.5,4,1,3.5,3,3,3.5,1,2.99,No,No,Medium
0157,2020,1,Male,18,3,BKK,Urban,Home,13,Wifi,14000,Vocational School,BKK,BKK8,3.5,3.25,3.25,2.5,4,Parents,Together,High School,High School,Father,Freelance,Business,1590000,3,2.5,2.5,3.5,4,2.5,3.5,3,2.5,3.5,2.5,3.1,No,No,High
0158,2020,2,Female,18,18,BKK,Urban,Home,48,Mobile,4000,Vocational School,BKK,BKK6,1.75,1.75,2,2.25,3,Parents,Together,Vocational,Bachelor,Mother,Business,Private,510000,1.5,1.5,1.5,2,1.5,1,1.5,1.5,1.5,1.5,1,1.93,No,No,Low
0159,2020,2,Male,18,0,S,Urban,Apartment,75,Mobile,8000,High School,BKK,BKK10,1.75,1.75,1.75,1.75,3,Roommates,Together,Bachelor,Bachelor,Father,Freelance,Business,300000,1.5,1.5,3,2,2,2,1,2,1,2,1,1.96,No,No,High
0160,2020,2,Female,18,0,E,Urban,Apartment,91,Mobile,4000,High School,E,E7,2.75,3.25,3.25,2.5,3,Roommates,Together,Vocational,High School,Mother,Public,Private,150000,2.5,3,4,3,3,2.5,3,2,1.5,2.5,2,2.75,Yes,No,No
0161,2020,2,Male,18,18,BKK,Urban,Home,33,Wifi,2000,High School,BKK,BKK5,2,1.75,1.75,1.75,4,Parents,Together,Vocational,High School,Father,Private,Public,180000,1.5,1.5,2.5,2,2,1.5,1.5,2,1,2,3.5,2.14,No,No,Low
0162,2020,1,Female,18,18,BKK,Urban,Home,28,Wifi,15000,Vocational School,BKK,BKK8,3,3,2.75,3.25,3,Parents,Together,High School,High School,Mother,Freelance,Business,1770000,3,2.5,2.5,3.5,3,3,3,3,3.5,3,2,2.95,No,No,High
0163,2020,2,Female,19,19,BKK,Urban,Home,67,Mobile,12000,High School,BKK,BKK10,2,2.25,2.25,2.25,4,Parents,Together,Bachelor,Vocational,Father,Business,Private,540000,2,1.5,2.5,2.5,2.5,2,2,1.5,1.5,1.5,3.5,2.33,No,No,Medium
0164,2020,2,Female,18,18,BKK,Urban,Home,85,Mobile,13000,High School,BKK,BKK1,2.75,2.75,2.5,2.25,3,Mom or Dad,Apart,Primary,Primary,Father,Private,Public,570000,2.5,2.5,3,3,3,1.5,3,2.5,3,3,2.5,2.7,No,No,Medium
0165,2020,2,Female,18,18,BKK,Urban,Home,20,Wifi,11000,Vocational School,BKK,BKK2,1.75,2.25,3.5,2.25,3,Mom or Dad,Apart,Vocational,Vocational,Mother,Private,Business,630000,1.5,2,2.5,2,2,1,2,1.5,0.5,1.5,2,2.13,No,No,Medium
0166,2020,1,Female,18,18,BKK,Urban,Home,26,Wifi,14000,Vocational School,BKK,BKK5,3,3,3.5,3.5,2,Mom or Dad,Apart,Bachelor,Master,Mother,Public,Public,1620000,3,2,2.5,3.5,4,3.5,3.5,2.5,3,3.5,1.5,3.02,No,No,High
0167,2020,3,Male,18,0,E,Rural,Apartment,8,Mobile,14000,Vocational School,E,E2,3.25,3.75,3,3,3,Alone,Together,Bachelor,Master,Father,Business,Freelance,560000,2.5,2,2,3,3,1.5,2,3,0,3,2.5,2.48,No,No,High
0168,2020,2,Male,18,18,BKK,Urban,Home,28,Wifi,9000,Vocational School,BKK,BKK4,2.25,3.25,2.75,2.25,2,Mom or Dad,Apart,High School,Vocational,Mother,Business,Business,360000,2,2,2,2.5,4,1,2,1.5,0,2,2,2.14,No,No,High
0169,2020,2,Male,18,18,BKK,Urban,Home,6,Wifi,6000,Vocational School,BKK,BKK4,1.5,1.75,1.75,3.5,4,Parents,Together,Bachelor,Master,Father,Private,Private,250000,1.5,1.5,1.5,2,1.5,0.5,2,1.5,0.5,2,1.5,1.91,No,No,Medium
0170,2020,2,Male,18,18,BKK,Urban,Home,24,Wifi,5000,Vocational School,BKK,BKK10,3,3,3.25,2.5,4,Parents,Together,Vocational,Bachelor,Mother,Public,Private,200000,2.5,1,1.5,3,3,1.5,2,3,1.5,2.5,2.5,2.5,No,No,Medium
0171,2020,1,Male,18,18,BKK,Urban,Home,53,Mobile,5000,Vocational School,BKK,BKK4,2,1.75,2.5,2.25,3,Parents,Together,Primary,Primary,Father,Private,Private,210000,1.5,1.5,2.5,2,2,1,1,1,1.5,2,2,1.94,No,No,Low
0172,2020,2,Male,18,0,E,Urban,Apartment,53,Wifi,15000,High School,BKK,BKK9,3,3.5,3.5,3.5,3,Alone,Together,Bachelor,Master,Mother,Business,Business,1470000,2.5,2.5,3.5,3,3,1,2,2.5,2,2.5,2.5,2.72,No,No,Medium
0173,2020,2,Female,18,18,BKK,Urban,Home,13,Wifi,11000,Vocational School,BKK,BKK2,3.25,2.75,3.5,3.5,3,Parents,Together,High School,High School,Father,Public,Freelance,1280000,3.5,3.5,3.5,4,2.5,3.5,4,3.5,2.5,4,2,3.35,Yes,No,High
0174,2020,2,Male,18,0,E,Urban,Apartment,14,Mobile,10000,High School,E,E8,1.75,2.25,2.25,2.75,3,Alone,Together,High School,Vocational,Mother,Freelance,Public,390000,1.5,1.5,2,2,1.5,1,1.5,1.5,1,2,1,1.71,No,No,Medium
0175,2020,2,Male,18,18,BKK,Urban,Home,43,Wifi,4000,Vocational School,BKK,BKK5,2.25,2.5,2,1.75,3,Parents,Together,Bachelor,Master,Mother,Freelance,Public,400000,1.5,1,1.5,2,1,1.5,1.5,2.5,1,2.5,3.5,2.07,No,No,Low
0176,2020,2,Male,18,18,BKK,Urban,Home,59,Mobile,5000,Vocational School,BKK,BKK5,2.25,2,2.25,2,5,Parents,Together,Vocational,Vocational,Mother,Public,Public,200000,2,1.5,2,2,2,0,3,2.5,1.5,2.5,1.5,2.14,No,No,Medium
0177,2020,2,Male,19,19,BKK,Urban,Home,20,Wifi,7000,Vocational School,BKK,BKK8,2.25,2,2,1.75,4,Parents,Together,Bachelor,Master,Mother,Private,Public,260000,2,0.5,0,2.5,3,1.5,2.5,2.5,1,2,3,2.01,No,No,Low
0178,2020,2,Male,18,18,BKK,Urban,Home,48,Mobile,9000,High School,BKK,BKK2,2.5,2.25,1.5,1.75,4,Parents,Together,High School,Primary,Mother,Public,Freelance,370000,2,2,1.5,2.5,2.5,1.5,2.5,2,1,2,2,2.2,No,No,High
0179,2020,2,Male,18,18,BKK,Urban,Home,22,Wifi,7000,Vocational School,BKK,BKK4,2.5,2.5,2,2.5,3,Parents,Together,Vocational,High School,Father,Private,Private,290000,2,1.5,1.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,3,2.01,No,Yes,Medium
0180,2020,2,Male,19,0,S,Urban,Apartment,18,Wifi,11000,High School,S,S1,3,2.75,3.5,3.25,3,Alone,Together,Bachelor,Vocational,Father,Public,Public,1360000,3,2.5,2.5,3.5,4,3,4,3.5,1.5,3.5,4,3.19,No,No,Medium
0181,2020,3,Female,18,0,NE,Urban,Apartment,53,Wifi,14000,High School,BKK,BKK8,2.5,3,2.25,2.75,3,Roommates,Apart,High School,High School,Mother,Private,Freelance,1640000,2.5,2.5,3,3,3.5,2.5,2.5,3.5,2,3.5,3.5,3.12,No,No,Low
0182,2020,2,Male,18,0,E,Urban,Apartment,19,Wifi,15000,High School,BKK,BKK1,1.5,1.75,1.75,2.75,3,Roommates,Together,Vocational,Bachelor,Father,Private,Freelance,730000,1.5,1.5,2,2,1.5,1.5,2,1.5,0,2,2.5,2.02,No,No,Medium
0183,2020,3,Male,18,3,S,Rural,Apartment,24,Mobile,6000,High School,BKK,BKK3,1.75,1.75,1.75,2.75,4,Alone,Together,Bachelor,Bachelor,Father,Private,Public,230000,1.5,1,1.5,2,2,1,1.5,2.5,2,2,2,1.96,No,No,Low
0184,2020,2,Male,18,18,BKK,Urban,Apartment,68,Mobile,3000,High School,BKK,BKK3,1.75,2.5,1.75,2,4,Alone,Together,Bachelor,Master,Father,Business,Freelance,150000,1.5,1,2,2,2.5,1.5,1,1.5,1.5,2.5,2.5,1.91,No,No,High
0185,2020,3,Male,18,3,E,Urban,Apartment,65,Mobile,13000,High School,E,E10,3,2.5,2.75,3.25,3,Alone,Together,Bachelor,Bachelor,Father,Private,Freelance,1580000,3,2.5,2,3.5,3.5,2.5,3,2.5,3.5,3.5,3,3.1,No,No,Low
0186,2020,2,Female,19,4,BKK,Urban,Apartment,20,Wifi,11000,High School,BKK,BKK10,3.25,3.25,3.25,3,4,Alone,Together,Primary,High School,Father,Freelance,Business,1060000,3.5,3.5,4,4,4,3,3.5,3.5,4,4,0.5,3.45,No,No,Medium
0187,2020,2,Male,18,0,E,Urban,Apartment,17,Mobile,4000,Vocational School,BKK,BKK2,1.5,1.75,2,1.75,3,Roommates,Together,Vocational,Vocational,Father,Business,Freelance,150000,1,1,1.5,1.5,1.5,1,0.5,1,1,2,2.5,1.72,No,No,Medium
0188,2020,2,Male,18,18,BKK,Urban,Home,27,Wifi,9000,Vocational School,BKK,BKK5,3.5,1.75,3,3,3,Parents,Together,Bachelor,Vocational,Mother,Public,Freelance,570000,3,3.5,3.5,3.5,3,2,3.5,3,2.5,3.5,2,2.98,No,Yes,Low
0189,2020,2,Male,18,3,BKK,Urban,Apartment,74,Wifi,15000,Vocational School,BKK,BKK9,2.5,2.75,2.25,2.75,4,Alone,Together,High School,Primary,Father,Freelance,Private,1480000,2.5,2,2.5,3,3,1.5,3.5,2.5,2.5,2,2.5,2.7,No,No,Medium
0190,2020,2,Female,18,0,S,Urban,Apartment,65,Mobile,7000,High School,BKK,BKK5,2,2.25,1.75,2,4,Alone,Together,High School,Vocational,Father,Public,Business,290000,1.5,1,2,2,1.5,0.5,1.5,2,0,1.5,3,1.85,No,No,High
0191,2020,2,Male,18,0,S,Rural,Apartment,31,Mobile,12000,High School,S,S7,2.5,2.5,3,2.75,3,Alone,Together,Primary,Primary,Mother,Business,Business,1480000,2.5,3,3.5,3,2.5,2.5,2.5,3,1.5,2.5,3.5,2.84,No,No,No
0192,2020,2,Male,18,18,BKK,Urban,Home,40,Mobile,8000,Vocational School,BKK,BKK6,1.75,2,2,1.75,3,Parents,Together,Bachelor,Vocational,Mother,Private,Freelance,310000,1.5,2,3,2,1.5,1,2,1.5,1,1,3.5,2.19,No,No,Low
0193,2020,2,Male,18,18,BKK,Urban,Home,120,Wifi,7000,Vocational School,BKK,BKK10,1.5,1.75,1.75,1.75,4,Parents,Together,High School,Primary,Father,Public,Public,820000,1.5,1,2,2,1.5,0,2,1,1,1.5,1,1.84,No,No,No
