Student_ID,Year_of_Entry,Hometown REGION,Address_Type,Where_to_stay,Age,Years_Living_in_BKK,Time_spent_for_traveling,Type_of_prior_school,Math,Physics_,Chemistry_,Biology_,Gender,Family_Size,Stay_with,Family_status,Prior_School_Province,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_,Statistics_,Computer_Programming,Thermodynamics_,Engineering_Materials_,Engineering_Drawing,Household_income,Living_expenses_,University_GPAx,TCAS_channels_,InternetAccess_at_Home,Father_Education,Mother_Education,guardian,mother's_job,father's_job,Participation_on_Activities
521,2019,S,U,A,18,0,15,H,3.5,3.5,2,4,F,4,A,T,S,3,2.5,3,3,2,2,3.5,3.5,3,3,4,1470000,7000,2.94,2,W,M,M,M,Bus,Bus,M
522,2019,BKK,U,H,18,18,25,H,2.5,2,2.5,4,M,4,P,T,BKK,2,2,2.5,2,2,1,2.5,2.5,1,3,3,500000,4000,2.36,2,W,B,V,F,Bus,Free,M
523,2019,BKK,U,H,19,19,70,H,4,2.5,2.5,3,F,4,P,T,BKK,3.5,2.5,3,3.5,4,2.5,3.5,4,3.5,4,2,550000,4000,3.4,2,W,H,V,F,Bus,Pri,N
524,2019,BKK,U,H,19,4,15,H,2.5,3.5,2,3,M,3,P,T,BKK,2,2,2,2,2,1,2,2.5,1.5,2,1.5,520000,5000,2.2,2,M,V,V,F,Free,Free,L
525,2019,BKK,U,H,19,19,35,V,4,3.5,2,2,M,4,P,T,BKK,3.5,3,3.5,3,3,2.5,3.5,3.5,2.5,4,3,1260000,11000,3.2,2,W,D,D,F,Pub,Pri,M
526,2019,NE,U,A,19,0,5,H,3.5,2,2.5,3.5,M,4,A,T,BKK,3,3,3.5,3.5,3.5,2,3,3.5,2.5,3.5,3.5,1040000,12000,3.27,3,W,B,B,F,Pri,Pub,N
527,2019,BKK,U,H,18,18,70,V,2.5,4,2.5,4,M,3,P,T,BKK,2,1.5,2.5,2.5,3,2,1.5,2,1.5,2.5,0,680000,9000,2.12,1,W,B,V,M,Pub,Pri,N
528,2019,N,R,A,19,0,15,H,3.5,2.5,2,4,M,3,A,T,N,3,3,2.5,3.5,4,2.5,2.5,3.5,2,3.5,2,830000,3000,2.97,2,M,D,M,F,Pub,Pub,M
529,2019,S,U,A,18,0,5,H,4,2.5,3.5,3.5,M,3,A,T,S,3.5,3.5,3.5,3.5,3,4,4,3,4,3,2,410000,10000,3.35,2,W,P,P,M,Free,Bus,H
530,2019,NE,U,A,18,3,15,H,2.5,2.5,3,2,M,3,A,A,NE,2.5,2.5,3,2.5,2,2.5,2,3,4,3,1,640000,12000,2.79,2,W,B,V,F,Un,Free,N
531,2019,BKK,U,A,18,18,10,V,3,3,2.5,3,F,3,A,T,BKK,3,2.5,3,4,4,2,3.5,4,1.5,3.5,2.5,560000,7000,3.17,1,W,B,M,F,Pub,Bus,L
532,2019,BKK,U,H,18,18,5,H,2.5,2,2.5,3,F,2,MoD,A,BKK,2.5,2.5,3.5,2,2,1.5,2.5,2,2,3,3,1080000,11000,2.72,2,W,D,D,M,Free,Un,L
533,2019,BKK,U,H,18,18,5,V,4,2.5,2.5,2.5,M,3,P,T,BKK,3.5,3.5,4,3.5,3.5,3,3.5,3.5,3,3.5,3,1070000,9000,3.49,1,W,M,M,F,Free,Free,M
534,2019,BKK,U,H,18,18,40,V,3,2,3.5,2,M,3,P,T,BKK,3,2,2.5,3,3,3.5,2.5,3,3,3.5,1,550000,8000,2.88,2,W,P,P,F,Pub,Bus,L
535,2019,BKK,U,H,18,18,90,H,4,2.5,4,3.5,F,3,P,T,BKK,3.5,3.5,4,4,4,1.5,3.5,3.5,2,3.5,3,520000,3000,3.3,2,W,B,V,M,Bus,Bus,M
536,2019,N,U,A,18,3,15,H,2,3,3.5,2.5,F,3,RM,T,N,2,1.5,2.5,2.5,2.5,3,2.5,2.5,1.5,2.5,2.5,1170000,11000,2.61,3,M,D,D,F,Bus,Bus,H
537,2019,BKK,U,H,18,18,35,V,4,3,3,2.5,F,3,P,T,BKK,3.5,4,4,4,3.5,3.5,3.5,3.5,3,2.5,2.5,860000,3000,3.43,2,W,M,D,F,Pri,Bus,L
538,2019,S,U,A,18,0,5,V,2,3.5,4,2.5,F,3,A,T,S,1.5,1,1,2,2,1,1.5,2,2,2.5,3.5,620000,10000,2.11,3,W,D,D,F,Bus,Pri,H
539,2019,S,R,A,18,0,15,H,4,2,3,2.5,F,3,RM,T,S,3.5,4,3.5,3,2.5,4,4,2.5,3,3,4,1130000,6000,3.47,2,M,M,B,F,Free,Pri,H
540,2019,BKK,U,H,18,3,25,V,4,2.5,4,3.5,F,4,P,T,BKK,3.5,3.5,4,4,4,1.5,3.5,4,4,4,3.5,530000,3000,3.53,1,W,H,H,F,Bus,Pri,L
541,2019,N,U,A,18,0,5,H,3,3,3.5,2.5,F,4,A,T,N,2.5,2.5,3,2.5,2.5,1,3,2.5,2.5,2.5,1,580000,10000,2.53,2,W,B,B,F,Pub,Pub,H
542,2019,BKK,U,H,18,18,40,H,4,3.5,3,3.5,F,2,MoD,A,BKK,3.5,3,3.5,3.5,3.5,1.5,4,3,2.5,3,3,480000,9000,3.15,2,W,B,M,F,Un,Pub,H
543,2019,S,U,A,18,0,5,H,3.5,2,3,2.5,M,3,A,T,S,3,2.5,4,3,3,2.5,3,2.5,1,3.5,1,860000,12000,2.82,3,W,B,V,F,Pub,Pub,M
544,2019,BKK,U,H,18,18,15,H,4,4,3.5,3,M,4,P,T,BKK,3.5,3,3.5,3.5,3.5,3.5,4,4,3.5,3.5,2,480000,10000,3.41,3,W,H,P,M,Pub,Free,H
545,2019,NE,R,A,18,0,15,H,4,3.5,2.5,2,F,3,A,T,NE,3.5,3,3.5,3.5,3.5,3.5,3.5,4,2.5,4,2,480000,3000,3.43,2,W,P,H,F,Free,Bus,M
546,2019,BKK,U,H,18,18,30,H,2.5,3.5,2.5,4,F,4,P,T,BKK,2.5,2,2.5,2.5,2.5,1,2.5,2.5,1,2.5,1,410000,3000,2.17,3,M,V,H,F,Pub,Pri,L
547,2019,N,R,A,19,0,15,V,2.5,4,3,4,M,3,A,T,N,2.5,2.5,4,2.5,1.5,2,2.5,2.5,1.5,3,2,1310000,11000,2.45,3,W,M,B,F,Pub,Pri,M
548,2019,N,R,A,18,0,5,H,2.5,4,3.5,4,F,3,RM,T,BKK,2,2,2,2,2,3,2.5,1.5,2.5,2,2.5,480000,8000,2.32,3,W,B,B,M,Pub,Bus,M
549,2019,NE,U,A,19,4,15,H,2.5,3,2.5,2.5,M,4,RM,T,NE,2.5,2.5,2,2.5,2.5,2,2.5,3,2.5,3.5,2.5,470000,11000,2.65,2,W,P,P,M,Pri,Bus,H
550,2019,BKK,U,A,18,3,5,H,4,2,2.5,3.5,F,3,A,T,BKK,3.5,2.5,2.5,3,3,3,3.5,4,4,4,3,650000,8000,3.41,3,W,D,M,F,Pri,Bus,M
551,2019,N,U,A,18,0,15,H,3.5,3,3.5,3.5,M,3,A,T,N,3,3,3.5,3,2,2,4,3,3,3.5,2.5,330000,8000,3.1,2,W,V,B,F,Pri,Pri,M
552,2019,N,U,A,18,3,5,H,2.5,3,2.5,3.5,M,4,A,T,N,2.5,3.5,2.5,3,3.5,3,2.5,3,1.5,1,3,490000,9000,2.77,3,W,B,M,F,Free,Free,L
553,2019,NE,U,H,18,0,25,H,3.5,3.5,4,4,F,3,P,T,NE,3.5,3.5,4,3.5,4,2.5,3.5,3.5,4,3.5,3,560000,7000,3.44,2,W,V,V,M,Bus,Free,L
554,2019,NE,R,A,18,3,10,H,2.5,3,3.5,3.5,M,3,A,T,BKK,2.5,3,3,2.5,2,1.5,2.5,2.5,2,2,1,470000,3000,2.32,3,M,P,P,F,Pub,Bus,H
555,2019,S,U,A,18,0,10,V,3.5,2,2,2,M,3,A,T,S,3,1.5,2,3,3.5,3,3,3,2.5,3.5,4,1080000,8000,2.89,3,W,D,M,M,Pri,Pub,N
556,2019,S,U,A,18,0,5,H,3,4,2.5,4,M,3,RM,T,S,2.5,2.5,2.5,3,3,2.5,2.5,3,2.5,2,1,550000,5000,2.52,3,W,P,P,F,Pri,Pub,L
557,2019,BKK,U,H,18,18,40,V,4,4,2,2.5,M,3,P,T,BKK,4,3.5,3.5,4,4,1,4,3.5,3,4,3,610000,10000,3.43,1,W,M,B,F,Bus,Pub,M
558,2019,S,U,A,18,0,25,H,3.5,2,4,3,M,3,A,T,S,3,3,3.5,3,3,2.5,2.5,3,2,3,2.5,420000,11000,2.8,2,M,V,B,F,Pub,Pub,M
559,2019,BKK,U,H,18,3,45,V,2,2.5,3,3,M,3,MoD,A,BKK,2,1.5,1.5,2.5,2.5,1.5,2.5,2,1,1,3,510000,11000,2.24,1,W,P,P,M,Pri,Un,H
560,2019,S,U,A,18,3,15,H,3.5,2.5,4,3.5,F,3,RM,T,S,2.5,1.5,1,3,3,2,3,2.5,1.5,2,3,450000,6000,2.53,2,W,H,H,F,Pri,Bus,H
561,2019,BKK,U,H,18,18,5,V,3,4,4,2,F,3,P,T,BKK,2.5,2,2.5,2.5,3,0.5,2.5,2.5,2.5,3,2,460000,12000,2.47,1,W,P,P,F,Bus,Bus,N
562,2019,BKK,U,H,18,18,30,V,4,3.5,3.5,4,M,3,P,T,BKK,3.5,3,2.5,3.5,4,3.5,4,3.5,4,3,3.5,1170000,3000,3.46,1,W,M,M,M,Pri,Free,H
563,2019,BKK,U,H,19,19,60,H,3,4,3.5,2.5,F,4,P,T,BKK,3,3,3.5,3,3,3,3,3,2.5,3,4,1300000,8000,3.25,3,W,M,M,F,Free,Pub,N
564,2019,S,U,A,18,0,5,H,3.5,2,2.5,2,M,3,A,T,BKK,3,1.5,2,3.5,4,3.5,3,3,1.5,3.5,3.5,490000,8000,3.08,2,W,H,V,F,Bus,Pub,M
565,2019,N,U,A,19,0,5,H,2.5,4,2.5,4,M,2,A,A,N,2.5,2.5,3,2.5,3.5,1.5,2,2.5,2.5,2.5,2,460000,9000,2.48,2,W,V,B,M,Pri,Un,H
566,2019,N,R,A,18,0,5,H,4,2.5,3.5,4,F,4,A,T,N,3.5,3.5,4,3.5,2.5,3,4,3.5,2,4,1.5,860000,4000,3.19,2,W,B,M,F,Pri,Free,H
567,2019,BKK,U,H,18,18,25,V,3,2.5,2.5,3.5,F,3,P,T,BKK,3,2,2.5,3.5,4,2,2.5,3,2.5,3,2.5,760000,13000,2.86,1,W,D,D,F,Pri,Pri,L
568,2019,BKK,U,H,18,18,40,H,4,3,3.5,3.5,M,3,P,T,BKK,3.5,3.5,3,3.5,3.5,3,4,3,3,4,2,500000,12000,3.38,3,W,B,V,F,Pri,Pub,N
569,2019,BKK,U,A,19,19,15,V,3.5,3.5,3,3,F,3,A,T,BKK,2.5,2,2.5,2.5,2.5,2,2,2,2,3,1.5,470000,11000,2.57,1,M,H,H,M,Pri,Free,L
570,2019,S,U,A,18,0,5,H,2.5,3,2,4,M,4,A,T,S,2,1.5,2.5,2,1.5,2,2,2,1.5,2,3.5,1380000,5000,2.17,3,W,B,B,F,Bus,Pri,N
571,2019,N,U,A,19,0,10,H,2.5,2,2,3.5,M,3,A,A,BKK,2.5,2.5,3,2.5,2,3,3,3.5,1.5,2.5,3.5,490000,8000,2.76,3,M,V,V,M,Pri,Un,N
572,2019,BKK,U,H,18,18,45,H,2,4,3.5,3.5,F,2,MoD,A,BKK,2,2,2,2,1.5,1,2,1.5,2,2,1,880000,4000,1.88,2,W,B,B,M,Free,Un,H
573,2019,N,U,A,18,3,15,H,2.5,2.5,2,2.5,F,3,RM,T,N,2,2,2.5,2.5,1.5,0.5,2,2,0.5,2.5,3,470000,8000,2.06,2,W,H,P,F,Bus,Free,M
574,2019,BKK,U,H,19,19,5,V,3,3.5,3,3,M,5,P,T,BKK,3,2,2.5,3,2.5,2.5,3,3,2.5,2,2.5,470000,4000,2.67,1,W,B,B,F,Pri,Bus,N
575,2019,NE,U,A,18,0,10,H,2.5,2.5,3.5,3,M,3,A,T,NE,2,2,2,2,3,1,2.5,2,1,1.5,3,470000,12000,2.14,2,W,P,P,F,Pub,Bus,M
576,2019,N,U,A,18,0,25,H,2,3,4,3.5,M,5,A,T,N,2,3,3.5,1.5,2.5,1,1.5,1.5,1.5,2,2,1220000,11000,2.12,3,W,D,D,M,Pub,Free,N
577,2019,BKK,U,A,19,19,15,V,3.5,3,3,2,M,3,A,T,BKK,3,3.5,4,3.5,2.5,3.5,3.5,3,2,3,4,670000,11000,3.34,1,W,D,D,F,Pri,Free,N
578,2019,BKK,U,A,18,18,15,V,2,4,3,2.5,F,3,RM,T,BKK,2,3,2.5,1.5,2.5,2,2.5,2,1.5,2.5,1.5,740000,4000,2.32,1,W,D,M,M,Pri,Pub,N
579,2019,S,R,A,18,0,15,H,2,3,2,3.5,F,3,A,T,S,2,2,2.5,2,2,1.5,2.5,2,1,2,2.5,820000,13000,2.37,3,W,M,D,F,Pub,Pub,M
580,2019,BKK,U,H,18,18,55,V,3.5,2.5,3,2.5,M,3,P,T,BKK,2.5,3,3,2.5,2.5,1.5,2.5,2.5,1,2.5,2,480000,10000,2.65,1,W,V,V,F,Bus,Pri,H
581,2019,NE,R,A,18,0,5,H,3,3.5,3.5,3,F,3,A,T,BKK,2.5,2.5,2.5,3,3,0.5,3.5,2.5,2.5,2,2,1240000,8000,2.45,3,W,M,D,F,Pub,Bus,N
582,2019,BKK,U,H,18,18,70,H,2.5,3.5,3.5,2,F,3,MoD,A,BKK,2,2.5,2,2,2,1,2.5,1.5,1.5,2,2.5,1700000,11000,2.18,2,W,M,B,M,Pub,Un,L
583,2019,S,R,A,18,0,5,H,2.5,3,3.5,3.5,M,3,A,T,S,2,1.5,1.5,2,1.5,2,2.5,2,1,1.5,1,770000,3000,2,2,M,D,D,F,Pri,Bus,N
584,2019,N,R,A,18,0,15,H,3,2.5,4,2.5,M,4,A,T,N,2.5,3.5,4,2.5,3,2,3,3,2,2.5,1,490000,9000,2.86,2,M,B,B,F,Pri,Free,L
585,2019,S,U,A,18,0,5,H,3,3,2,4,F,3,RM,T,S,3,3,3.5,3,2.5,2,3.5,2.5,2.5,3.5,2.5,500000,10000,3.01,2,W,H,P,M,Pri,Free,L
586,2019,N,U,A,18,0,10,H,3.5,4,3,3.5,M,5,A,T,N,2.5,2,2,3,3,2,2,2.5,2.5,3.5,4,1290000,5000,2.67,2,W,M,M,F,Pri,Free,M
587,2019,N,U,A,18,0,15,H,2,2.5,3.5,3.5,F,2,A,A,N,1.5,1,1,1.5,1.5,1.5,3,1.5,1,2,1.5,1130000,8000,1.73,3,M,M,B,M,Pub,Un,H
588,2019,BKK,U,H,18,18,45,V,2,3.5,3,4,F,3,MoD,A,BKK,2,1.5,2.5,2,2.5,1,2,1.5,0.5,2,3,540000,3000,2.18,1,W,B,M,M,Pub,Un,H
589,2019,NE,R,A,18,3,5,H,2.5,3,2,2,M,3,A,A,NE,2,1,2,2.5,3,2,2,1.5,1,2,0.5,500000,4000,2.21,3,W,P,P,M,Free,Un,L
590,2019,NE,U,A,18,0,10,H,2.5,2,4,3.5,F,3,RM,T,BKK,2,2,3,2,0.5,1.5,2,2,2.5,1.5,3,480000,10000,2.31,2,W,B,B,M,Bus,Pri,M
591,2019,BKK,U,H,18,3,55,V,3,2,4,4,F,3,R,A,BKK,2.5,2.5,3,2.5,2.5,2,2.5,2,2,3,3.5,540000,12000,2.77,1,W,P,P,M,Pri,Un,H
592,2019,BKK,U,H,18,18,60,V,2,2.5,2.5,2,F,4,P,T,BKK,2,2.5,3.5,2,3,2.5,2.5,2,1,2,2,1380000,8000,2.4,2,W,B,M,F,Bus,Free,L
593,2019,BKK,U,H,18,3,55,V,2.5,3.5,2,2,F,4,P,T,BKK,2.5,3,3,2,1.5,2,2.5,3,1.5,2.5,3,620000,8000,2.45,1,M,D,M,M,Bus,Pri,N
594,2019,BKK,U,H,18,18,30,V,2.5,3.5,3,2,M,4,P,T,BKK,2.5,1.5,2.5,2.5,3,2,3,3,3,3,3.5,1110000,12000,2.72,1,M,D,D,F,Bus,Free,H
595,2019,S,U,A,18,0,15,H,2,4,3.5,2.5,M,2,A,A,S,2,1.5,3,2.5,2.5,1,2,2,1,2,3,470000,11000,2.31,2,M,H,V,M,Pub,Un,M
596,2019,S,U,A,18,0,55,H,4,3,2.5,2.5,M,3,A,T,S,4,4,4,4,4,4,4,4,4,4,3.5,600000,3000,3.85,3,W,M,B,M,Pub,Pub,L
597,2019,E,U,A,18,0,10,H,2,4,2.5,3,M,3,A,T,E,2,2.5,3,2.5,2,4,2.5,2.5,1,2,2,980000,6000,2.66,3,W,M,B,F,Pub,Pri,M
598,2019,N,U,A,18,0,5,H,3,3.5,3.5,2,F,4,A,T,N,2.5,1.5,1.5,2.5,3,2.5,2.5,2.5,3.5,3,3,470000,9000,2.75,2,W,P,P,F,Free,Free,H
599,2019,BKK,U,H,18,18,50,V,3,3,2,3,F,2,MoD,A,BKK,3,3.5,4,3,3,3,3,3.5,2,3,1,520000,11000,3.1,1,M,V,B,M,Pub,Un,H
600,2019,N,U,A,18,0,10,H,2.5,2,2.5,4,M,2,A,A,N,2.5,2.5,3.5,2.5,2.5,2,2.5,3,2.5,2,0.5,490000,12000,2.55,2,M,H,H,F,Un,Pub,H
601,2019,NE,U,A,18,0,10,H,2,2.5,3.5,3.5,M,3,RM,T,NE,1.5,1.5,1.5,2,1.5,1,2,2,1.5,1,2.5,440000,11000,2.04,3,W,V,B,F,Free,Bus,N
602,2019,N,R,A,19,0,20,H,2.5,2,4,3,F,4,A,T,BKK,2,1.5,2,2,2,2.5,2,2,1,2,2,790000,7000,2.16,2,M,B,B,F,Free,Bus,L
603,2019,N,U,A,18,3,50,H,2.5,2.5,4,3,M,2,A,A,N,2,1.5,1.5,2.5,2,0,2.5,2,3,2.5,3,920000,10000,2.27,2,M,D,M,M,Pub,Un,N
604,2019,NE,U,A,18,0,50,H,4,3,2,2,F,4,A,T,NE,3.5,3,3,3.5,3,3,4,4,2,4,4,530000,10000,3.33,3,W,P,H,F,Bus,Free,N
605,2019,NE,R,A,18,0,10,H,2.5,3,4,4,F,4,A,T,NE,2.5,2.5,2.5,2.5,2.5,3,3,2,2,2,3.5,510000,9000,2.83,3,W,V,H,F,Free,Bus,H
606,2019,NE,U,A,18,0,10,H,2.5,3,2,4,M,2,A,A,NE,2,2.5,3,2.5,3.5,2,2.5,3,1.5,1.5,0.5,1660000,9000,2.55,2,M,M,M,M,Pub,Un,M
607,2019,BKK,U,H,18,18,45,V,4,4,3.5,4,F,4,P,T,BKK,3.5,4,4,3.5,3.5,3,4,3.5,2.5,4,3.5,520000,4000,3.61,1,W,H,H,F,Bus,Pub,H
608,2019,BKK,U,H,18,18,120,V,2,3,3,2.5,F,4,P,T,BKK,1.5,2,2.5,1.5,1,0.5,2.5,1,1,1.5,2,510000,8000,1.87,1,W,P,P,F,Free,Pub,L
609,2019,BKK,U,H,18,18,20,H,3.5,4,2.5,2,F,3,P,T,BKK,3,3,3,3.5,4,4,3,3,2,3,3,460000,4000,3.17,2,W,V,H,F,Pri,Pri,H
610,2019,S,U,A,18,0,10,H,3,3.5,3.5,2,F,3,A,T,S,3,3.5,3.5,3.5,3.5,1.5,3.5,3,1,3,1,1270000,4000,2.74,2,M,M,M,M,Free,Bus,L
611,2019,S,R,A,18,0,40,H,3,2.5,4,4,M,3,RM,T,S,3,2.5,2.5,3.5,3.5,3,4,2.5,2.5,3,2,580000,9000,2.97,3,W,B,V,F,Bus,Pub,M
612,2019,N,R,A,18,0,5,H,2.5,3.5,3.5,2,F,2,A,A,N,2.5,3,3,2.5,3,1,3,3,1,3,1.5,1180000,11000,2.56,2,W,B,V,M,Pri,Un,N
613,2019,S,R,A,20,5,15,H,2,2.5,4,2,F,4,A,T,S,1.5,2.5,4,2,1.5,1,1.5,2,0.5,1.5,3,860000,10000,2.2,3,M,D,M,M,Bus,Free,L
614,2019,S,U,A,18,0,10,H,2,3.5,4,2.5,M,3,A,T,S,1.5,0.5,0.5,2,2,1.5,1.5,2,0,1.5,2,780000,10000,1.76,3,M,M,D,F,Pri,Bus,M
615,2019,BKK,U,H,18,18,65,H,2,3.5,3.5,2.5,F,3,R,A,BKK,2,2,2,3,2.5,2,2,2,0,2,3,550000,10000,2.23,3,W,P,H,M,Pub,Un,N
616,2019,BKK,U,A,18,18,15,V,3,2.5,3,3.5,M,4,A,T,BKK,3,3,2.5,3,2.5,3.5,3,3.5,2.5,3.5,3.5,1110000,9000,3.17,1,W,D,D,F,Pri,Pub,H
617,2019,N,U,A,18,0,10,H,4,4,3,2.5,M,3,A,T,N,3.5,2.5,3,3.5,4,2.5,3,3.5,2.5,4,3,570000,6000,3.22,2,W,H,V,F,Pri,Bus,H
618,2019,BKK,U,A,18,3,10,H,2,3.5,3.5,2.5,F,4,RM,T,BKK,1.5,1.5,1.5,2,3,0,2,1.5,1,2.5,2,1260000,13000,1.84,3,M,B,V,F,Pri,Pri,M
619,2019,S,U,A,19,0,15,H,2,3.5,4,2,F,4,A,T,S,2,1.5,2.5,2.5,2.5,2,2,2.5,1,2.5,3.5,510000,12000,2.57,2,M,H,H,M,Pri,Free,L
620,2019,S,U,A,18,0,10,H,4,4,2.5,2,M,2,A,A,S,3.5,4,4,3.5,4,2.5,4,4,3,4,2,770000,3000,3.44,2,W,D,D,M,Pri,Un,H
621,2019,BKK,U,H,18,18,40,V,2,2,2.5,3.5,F,3,MoD,A,BKK,2,2,2,2,2.5,0.5,2.5,2,1,2,3.5,400000,6000,2.25,2,W,P,P,M,Pri,Un,L
622,2019,S,U,A,18,0,5,H,2,4,3,3.5,M,4,RM,T,S,2,1,2.5,1.5,1,1,3.5,2,2,1.5,2.5,430000,6000,2.07,2,M,V,B,M,Pri,Pub,N
623,2019,S,U,A,18,0,5,H,3.5,4,3,3.5,F,3,A,T,S,3,2.5,3,3.5,3,2,3,3.5,2,3.5,1.5,490000,3000,3.01,2,M,V,V,M,Free,Bus,L
624,2019,BKK,U,A,18,18,10,H,2,2,2,3.5,F,4,A,T,BKK,2,1.5,1.5,2,2.5,2.5,2,2.5,1,2,3,1490000,7000,2.29,2,M,M,B,M,Bus,Bus,N
625,2019,NE,U,A,18,0,15,H,3.5,2,2,2.5,M,3,A,T,NE,3,3.5,3,3.5,3.5,2,3.5,4,3,2.5,4,740000,3000,3.3,2,W,M,B,M,Pub,Pub,L
626,2019,BKK,U,H,18,18,20,H,3,4,3,3.5,F,2,MoD,A,BKK,3,2,2.5,3,3.5,2,3.5,2.5,3,3.5,2,510000,7000,2.95,3,W,H,P,M,Pri,Un,N
627,2019,BKK,U,A,18,18,15,V,2,3.5,2.5,3,M,4,A,T,BKK,2,1.5,1,2,1.5,2,2,2,1,2.5,3.5,590000,6000,2.04,1,W,H,V,F,Free,Free,L
628,2019,BKK,U,A,18,18,10,H,2,2,2,4,M,4,A,T,BKK,2,1.5,2.5,2,2,1.5,1.5,3,2,1.5,2.5,1410000,7000,2.39,3,W,M,D,F,Bus,Pri,L
629,2019,N,R,A,18,0,10,H,3,2.5,2.5,2,M,4,A,T,N,3,3,3,3.5,4,2.5,3,3.5,3,4,2.5,620000,13000,3.2,2,W,D,D,M,Free,Pri,N
630,2019,BKK,U,H,18,18,25,H,2,2.5,2,3,M,3,P,T,BKK,2,1.5,2,2,2,1,2.5,3,2.5,2.5,4,520000,13000,2.32,2,W,H,H,F,Pri,Bus,H
631,2019,BKK,U,H,19,4,55,H,2,4,3.5,3,M,3,MoD,A,BKK,2,2,2,2.5,2.5,1.5,2.5,2,1.5,2.5,1.5,560000,4000,2.41,2,W,B,M,M,Bus,Un,L
632,2019,BKK,U,H,18,18,65,V,3,2.5,2,2.5,F,4,P,T,BKK,2.5,3,4,3,3.5,2.5,2.5,3,1.5,3.5,1,750000,12000,2.86,1,W,D,D,M,Pri,Pri,H
633,2019,BKK,U,H,18,18,5,H,2.5,3,4,3,M,3,P,T,BKK,2.5,1.5,1.5,2.5,2.5,2.5,2.5,3,2,2.5,2.5,490000,3000,2.65,3,M,P,H,M,Free,Bus,N
634,2019,S,U,A,18,0,5,V,2,3.5,2.5,4,M,4,RM,T,S,2,2,2.5,2.5,1.5,3,3,2,1,3,1,490000,11000,2.48,3,M,P,P,F,Pri,Pub,L
635,2019,S,U,A,18,0,15,H,3.5,3,2,3,M,3,A,T,S,3,2,3,3,3.5,2.5,3,2.5,2,3.5,2.5,580000,7000,2.99,2,W,B,V,F,Pri,Bus,M
636,2019,N,U,A,18,0,5,H,3.5,2.5,2,2.5,F,4,A,T,N,3,3.5,4,3.5,3.5,4,3.5,4,2.5,3,4,510000,9000,3.48,3,M,P,P,F,Free,Free,N
637,2019,S,U,A,18,0,5,H,4,2,3,2,F,4,RM,T,BKK,3.5,4,4,3.5,3.5,3,3.5,3.5,2.5,3.5,3.5,1330000,8000,3.52,2,W,M,B,M,Pri,Pri,M
638,2019,BKK,U,H,19,4,50,V,2,4,3.5,2,M,4,P,T,BKK,2,2.5,2.5,1.5,1,1,2.5,1.5,1.5,2,2,620000,7000,2.24,1,W,D,M,F,Bus,Pub,M
639,2019,N,U,A,18,3,15,H,3.5,4,4,3.5,M,4,A,T,N,3,3.5,3.5,3,4,2.5,3.5,3.5,2.5,2.5,2,1040000,6000,3.13,3,M,B,B,M,Pri,Free,L
640,2019,NE,U,A,18,0,10,H,3.5,4,3.5,3,M,3,A,T,NE,3,2.5,1.5,3.5,3.5,1.5,2.5,3,1,2.5,1,780000,11000,2.45,2,W,D,D,F,Pub,Free,N
641,2019,BKK,U,A,18,18,15,H,4,3.5,3.5,3.5,M,4,A,T,BKK,3,3,3.5,3.5,4,2,2.5,3,1.5,3.5,3,520000,10000,3.08,3,M,P,P,F,Bus,Bus,N
642,2019,S,U,A,18,0,20,H,4,2.5,3,2,F,3,A,T,S,3.5,3.5,4,4,4,3,3.5,4,3,4,2.5,480000,3000,3.61,2,M,V,V,M,Pri,Pub,M
643,2019,S,R,A,18,3,5,H,2,3,3.5,3,F,3,RM,T,S,1.5,2,2.5,1,1,0.5,2,1.5,1,1.5,2.5,650000,8000,1.89,2,W,B,B,F,Free,Free,H
644,2019,NE,U,A,18,3,10,H,4,2.5,4,3,M,3,A,T,NE,3,2.5,3,3,3,3,3,3.5,3,3.5,0.5,1300000,11000,2.91,3,M,D,D,F,Pub,Bus,H
645,2019,BKK,U,H,18,18,15,H,3,2.5,3.5,2,M,3,P,T,BKK,2.5,3,3,2.5,2.5,3,2.5,2,1.5,3,1,520000,6000,2.7,2,W,B,M,M,Pub,Bus,L
646,2019,NE,R,A,19,0,10,H,3,2,2.5,4,M,3,A,T,NE,3,2.5,2.5,3.5,4,3,3,2.5,2.5,3,4,460000,12000,3.15,3,W,P,P,F,Pri,Free,H
647,2019,BKK,U,H,18,3,65,V,4,2,4,3,M,2,MoD,A,BKK,3.5,3,2.5,4,3.5,3.5,3.5,3,3.5,3.5,1,530000,12000,3.29,1,W,H,H,M,Pri,Un,L
648,2019,N,R,A,18,0,20,H,4,2,4,2,M,3,A,T,N,4,4,4,4,4,4,4,4,3,4,2.5,1180000,10000,3.72,2,W,M,B,M,Bus,Bus,H
649,2019,BKK,U,A,19,19,10,V,3.5,4,3.5,3,F,4,A,T,BKK,2.5,2,2.5,2.5,2.5,2.5,2,3,1,2.5,1.5,470000,7000,2.36,2,M,V,H,F,Pub,Bus,M
650,2019,BKK,U,H,19,19,30,V,4,2,3.5,2.5,F,3,P,T,BKK,3,3,3,3.5,4,4,3,3,2.5,3,3,510000,12000,3.19,1,W,P,P,M,Bus,Pri,L
